Name,ID,Department,Age,Check-In Time,Check-Out Time,Schedule Starting Hour,Schedule Ending Hour,Status,Date,Early Check-In,Late Check-In,Early Check-Out,Late Check-Out
Kathleen Rocha,4554,Data,35,8:21:00,16:40:00,9:00:00,17:00:00,Present,16/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:12:00,16:34:00,9:00:00,17:00:00,Present,17/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:12:00,16:34:00,9:00:00,17:00:00,Present,18/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:27:00,17:05:00,9:00:00,17:00:00,Present,19/06/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:27:00,17:05:00,9:00:00,17:00:00,Present,20/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:27:00,17:05:00,9:00:00,17:00:00,Present,21/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:53:00,16:56:00,9:00:00,17:00:00,Present,22/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:19:00,17:00:00,9:00:00,17:00:00,Present,23/06/2023,FALSE,TRUE,FALSE,FALSE
Kathleen Rocha,4554,Data,35,9:19:00,17:00:00,9:00:00,17:00:00,Present,24/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:23:00,16:23:00,9:00:00,17:00:00,Present,25/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:23:00,16:23:00,9:00:00,17:00:00,Present,26/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:18:00,16:37:00,9:00:00,17:00:00,Present,27/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:39:00,17:32:00,9:00:00,17:00:00,Present,28/06/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:11:00,17:29:00,9:00:00,17:00:00,Present,29/06/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:11:00,17:29:00,9:00:00,17:00:00,Present,30/06/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:11:00,17:29:00,9:00:00,17:00:00,Present,01/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:02:00,17:44:00,9:00:00,17:00:00,Present,02/07/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,8:04:00,17:50:00,9:00:00,17:00:00,Present,03/07/2023,TRUE,FALSE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,8:56:00,16:06:00,9:00:00,17:00:00,Present,04/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:03:00,16:59:00,9:00:00,17:00:00,Present,05/07/2023,FALSE,TRUE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:06:00,16:13:00,9:00:00,17:00:00,Present,06/07/2023,FALSE,TRUE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:33:00,16:31:00,9:00:00,17:00:00,Present,07/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:50:00,16:57:00,9:00:00,17:00:00,Present,08/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:50:00,16:57:00,9:00:00,17:00:00,Present,09/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:27:00,16:24:00,9:00:00,17:00:00,Present,10/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:27:00,16:24:00,9:00:00,17:00:00,Present,11/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:27:00,16:24:00,9:00:00,17:00:00,Present,12/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:52:00,17:23:00,9:00:00,17:00:00,Present,13/07/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:08:00,17:27:00,9:00:00,17:00:00,Present,14/07/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,8:54:00,17:46:00,9:00:00,17:00:00,Present,15/07/2023,TRUE,FALSE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:08:00,17:05:00,9:00:00,17:00:00,Present,16/07/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:08:00,17:05:00,9:00:00,17:00:00,Present,17/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:34:00,16:38:00,9:00:00,17:00:00,Present,18/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:34:00,16:38:00,9:00:00,17:00:00,Present,19/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:34:00,16:38:00,9:00:00,17:00:00,Present,20/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:34:00,16:38:00,9:00:00,17:00:00,Present,21/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:51:00,16:15:00,9:00:00,17:00:00,Present,22/07/2023,FALSE,TRUE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:51:00,16:15:00,9:00:00,17:00:00,Present,23/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:18:00,16:01:00,9:00:00,17:00:00,Present,24/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:02:00,16:12:00,9:00:00,17:00:00,Present,25/07/2023,FALSE,TRUE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:02:00,16:12:00,9:00:00,17:00:00,Present,26/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:01:00,16:12:00,9:00:00,17:00:00,Present,27/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:33:00,17:54:00,9:00:00,17:00:00,Present,28/07/2023,TRUE,FALSE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,8:33:00,17:54:00,9:00:00,17:00:00,Present,29/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:33:00,17:54:00,9:00:00,17:00:00,Present,30/07/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:47:00,17:24:00,9:00:00,17:00:00,Present,31/07/2023,TRUE,FALSE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,8:59:00,17:16:00,9:00:00,17:00:00,Present,01/08/2023,TRUE,FALSE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:57:00,17:57:00,9:00:00,17:00:00,Present,02/08/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:57:00,17:57:00,9:00:00,17:00:00,Present,03/08/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:57:00,17:57:00,9:00:00,17:00:00,Present,04/08/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:11:00,16:24:00,9:00:00,17:00:00,Present,05/08/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:37:00,17:08:00,9:00:00,17:00:00,Present,06/08/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:39:00,17:17:00,9:00:00,17:00:00,Present,07/08/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,9:14:00,16:41:00,9:00:00,17:00:00,Present,08/08/2023,FALSE,TRUE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:14:00,16:41:00,9:00:00,17:00:00,Present,09/08/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,9:48:00,17:19:00,9:00:00,17:00:00,Present,10/08/2023,FALSE,TRUE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,8:41:00,17:25:00,9:00:00,17:00:00,Present,11/08/2023,TRUE,FALSE,FALSE,TRUE
Kathleen Rocha,4554,Data,35,8:41:00,17:25:00,9:00:00,17:00:00,Present,12/08/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:05:00,16:21:00,9:00:00,17:00:00,Present,13/08/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:05:00,16:21:00,9:00:00,17:00:00,Present,14/08/2023,TRUE,FALSE,TRUE,FALSE
Kathleen Rocha,4554,Data,35,8:21:00,16:18:00,9:00:00,17:00:00,Present,15/08/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:51:00,17:43:00,9:00:00,17:00:00,Present,01/01/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:21:00,17:51:00,9:00:00,17:00:00,Present,02/01/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:02:00,17:49:00,9:00:00,17:00:00,Present,03/01/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:05:00,16:19:00,9:00:00,17:00:00,Present,04/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,05/01/2023,,,,
Melissa Roy,6220,Data,42,9:16:00,16:13:00,9:00:00,17:00:00,Present,06/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:52:00,16:51:00,9:00:00,17:00:00,Present,07/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:26:00,16:39:00,9:00:00,17:00:00,Present,08/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,09/01/2023,,,,
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,10/01/2023,,,,
Melissa Roy,6220,Data,42,9:24:00,16:10:00,9:00:00,17:00:00,Present,11/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,12/01/2023,,,,
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,13/01/2023,,,,
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,14/01/2023,,,,
Melissa Roy,6220,Data,42,9:28:00,16:54:00,9:00:00,17:00:00,Present,15/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,16/01/2023,,,,
Melissa Roy,6220,Data,42,8:54:00,17:44:00,9:00:00,17:00:00,Present,17/01/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,18/01/2023,,,,
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,19/01/2023,,,,
Melissa Roy,6220,Data,42,9:20:00,17:34:00,9:00:00,17:00:00,Present,20/01/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Absent,21/01/2023,,,,
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Present,22/01/2023,FALSE,FALSE,FALSE,FALSE
Melissa Roy,6220,Data,42,,,9:00:00,17:00:00,Present,23/01/2023,FALSE,FALSE,FALSE,FALSE
Melissa Roy,6220,Data,42,9:13:00,16:47:00,9:00:00,17:00:00,Present,24/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:59:00,17:44:00,9:00:00,17:00:00,Present,25/01/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:59:00,17:44:00,9:00:00,17:00:00,Present,26/01/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:59:00,17:44:00,9:00:00,17:00:00,Present,27/01/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:05:00,16:49:00,9:00:00,17:00:00,Present,28/01/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:27:00,16:34:00,9:00:00,17:00:00,Present,29/01/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:27:00,16:34:00,9:00:00,17:00:00,Present,30/01/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:27:00,16:34:00,9:00:00,17:00:00,Present,31/01/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:50:00,17:43:00,9:00:00,17:00:00,Present,01/02/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:24:00,16:39:00,9:00:00,17:00:00,Present,02/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:24:00,16:39:00,9:00:00,17:00:00,Present,03/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:13:00,16:58:00,9:00:00,17:00:00,Present,04/02/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:13:00,16:58:00,9:00:00,17:00:00,Present,05/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:13:00,16:58:00,9:00:00,17:00:00,Present,06/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:24:00,17:52:00,9:00:00,17:00:00,Present,07/02/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:27:00,17:34:00,9:00:00,17:00:00,Present,08/02/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:37:00,17:27:00,9:00:00,17:00:00,Present,09/02/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:44:00,16:06:00,9:00:00,17:00:00,Present,10/02/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:38:00,16:24:00,9:00:00,17:00:00,Present,11/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:06:00,17:11:00,9:00:00,17:00:00,Present,12/02/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:06:00,17:11:00,9:00:00,17:00:00,Present,13/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:51:00,17:36:00,9:00:00,17:00:00,Present,14/02/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:18:00,17:59:00,9:00:00,17:00:00,Present,15/02/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:18:00,17:59:00,9:00:00,17:00:00,Present,16/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:34:00,17:19:00,9:00:00,17:00:00,Present,17/02/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:28:00,16:55:00,9:00:00,17:00:00,Present,18/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:28:00,16:55:00,9:00:00,17:00:00,Present,19/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:28:00,16:55:00,9:00:00,17:00:00,Present,20/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:45:00,16:36:00,9:00:00,17:00:00,Present,21/02/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:45:00,16:36:00,9:00:00,17:00:00,Present,22/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:41:00,17:25:00,9:00:00,17:00:00,Present,23/02/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:56:00,16:41:00,9:00:00,17:00:00,Present,24/02/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:09:00,16:50:00,9:00:00,17:00:00,Present,25/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:09:00,16:50:00,9:00:00,17:00:00,Present,26/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:15:00,16:46:00,9:00:00,17:00:00,Present,27/02/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:15:00,16:46:00,9:00:00,17:00:00,Present,28/02/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:24:00,16:16:00,9:00:00,17:00:00,Present,01/03/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:16:00,16:01:00,9:00:00,17:00:00,Present,02/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,16:23:00,9:00:00,17:00:00,Present,03/03/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,16:23:00,9:00:00,17:00:00,Present,04/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,16:23:00,9:00:00,17:00:00,Present,05/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:26:00,17:18:00,9:00:00,17:00:00,Present,06/03/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:58:00,16:01:00,9:00:00,17:00:00,Present,07/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:57:00,16:28:00,9:00:00,17:00:00,Present,08/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:57:00,16:28:00,9:00:00,17:00:00,Present,09/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:57:00,16:28:00,9:00:00,17:00:00,Present,10/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:21:00,16:35:00,9:00:00,17:00:00,Present,11/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:21:00,17:10:00,9:00:00,17:00:00,Present,12/03/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:34:00,16:12:00,9:00:00,17:00:00,Present,13/03/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:24:00,17:08:00,9:00:00,17:00:00,Present,14/03/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:24:00,17:08:00,9:00:00,17:00:00,Present,15/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:51:00,16:12:00,9:00:00,17:00:00,Present,16/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:51:00,16:12:00,9:00:00,17:00:00,Present,17/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:52:00,16:14:00,9:00:00,17:00:00,Present,18/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:52:00,16:14:00,9:00:00,17:00:00,Present,19/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:52:00,16:14:00,9:00:00,17:00:00,Present,20/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:51:00,16:09:00,9:00:00,17:00:00,Present,21/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:51:00,16:09:00,9:00:00,17:00:00,Present,22/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,16:36:00,9:00:00,17:00:00,Present,23/03/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,16:36:00,9:00:00,17:00:00,Present,24/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:22:00,16:12:00,9:00:00,17:00:00,Present,25/03/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:22:00,16:12:00,9:00:00,17:00:00,Present,26/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:30:00,16:10:00,9:00:00,17:00:00,Present,27/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:30:00,16:10:00,9:00:00,17:00:00,Present,28/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:30:00,16:10:00,9:00:00,17:00:00,Present,29/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:30:00,16:10:00,9:00:00,17:00:00,Present,30/03/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:28:00,17:50:00,9:00:00,17:00:00,Present,31/03/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:28:00,17:50:00,9:00:00,17:00:00,Present,01/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:04:00,16:53:00,9:00:00,17:00:00,Present,02/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:27:00,17:46:00,9:00:00,17:00:00,Present,03/04/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:20:00,16:23:00,9:00:00,17:00:00,Present,04/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:52:00,17:01:00,9:00:00,17:00:00,Present,05/04/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:52:00,17:01:00,9:00:00,17:00:00,Present,06/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:52:00,17:01:00,9:00:00,17:00:00,Present,07/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:29:00,16:06:00,9:00:00,17:00:00,Present,08/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:29:00,16:06:00,9:00:00,17:00:00,Present,09/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:34:00,17:09:00,9:00:00,17:00:00,Present,10/04/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:34:00,17:09:00,9:00:00,17:00:00,Present,11/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:34:00,17:09:00,9:00:00,17:00:00,Present,12/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:34:00,17:09:00,9:00:00,17:00:00,Present,13/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:34:00,17:09:00,9:00:00,17:00:00,Present,14/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:15:00,16:59:00,9:00:00,17:00:00,Present,15/04/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:15:00,16:59:00,9:00:00,17:00:00,Present,16/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:18:00,17:25:00,9:00:00,17:00:00,Present,17/04/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:01:00,16:07:00,9:00:00,17:00:00,Present,18/04/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:01:00,16:07:00,9:00:00,17:00:00,Present,19/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:48:00,17:00:00,9:00:00,17:00:00,Present,20/04/2023,TRUE,FALSE,FALSE,FALSE
Melissa Roy,6220,Data,42,8:48:00,17:00:00,9:00:00,17:00:00,Present,21/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:15:00,16:36:00,9:00:00,17:00:00,Present,22/04/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,17:41:00,9:00:00,17:00:00,Present,23/04/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:56:00,17:41:00,9:00:00,17:00:00,Present,24/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,17:41:00,9:00:00,17:00:00,Present,25/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,17:41:00,9:00:00,17:00:00,Present,26/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,17:41:00,9:00:00,17:00:00,Present,27/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:56:00,17:41:00,9:00:00,17:00:00,Present,28/04/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:49:00,16:45:00,9:00:00,17:00:00,Present,29/04/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:10:00,17:44:00,9:00:00,17:00:00,Present,30/04/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:10:00,17:44:00,9:00:00,17:00:00,Present,01/05/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:32:00,16:23:00,9:00:00,17:00:00,Present,02/05/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:53:00,17:23:00,9:00:00,17:00:00,Present,03/05/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:53:00,17:23:00,9:00:00,17:00:00,Present,04/05/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:57:00,17:11:00,9:00:00,17:00:00,Present,05/05/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:42:00,17:21:00,9:00:00,17:00:00,Present,06/05/2023,TRUE,FALSE,FALSE,TRUE
Melissa Roy,6220,Data,42,8:39:00,16:36:00,9:00:00,17:00:00,Present,07/05/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:16:00,16:02:00,9:00:00,17:00:00,Present,08/05/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,8:16:00,16:02:00,9:00:00,17:00:00,Present,09/05/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:51:00,17:26:00,9:00:00,17:00:00,Present,10/05/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:11:00,17:41:00,9:00:00,17:00:00,Present,11/05/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:21:00,16:11:00,9:00:00,17:00:00,Present,12/05/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:48:00,17:15:00,9:00:00,17:00:00,Present,13/05/2023,FALSE,TRUE,FALSE,TRUE
Melissa Roy,6220,Data,42,9:47:00,16:28:00,9:00:00,17:00:00,Present,14/05/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:59:00,16:27:00,9:00:00,17:00:00,Present,15/05/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:59:00,16:27:00,9:00:00,17:00:00,Present,16/05/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:59:00,16:27:00,9:00:00,17:00:00,Present,17/05/2023,TRUE,FALSE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:24:00,16:11:00,9:00:00,17:00:00,Present,18/05/2023,FALSE,TRUE,TRUE,FALSE
Melissa Roy,6220,Data,42,9:24:00,16:11:00,9:00:00,17:00:00,Present,19/05/2023,TRUE,FALSE,TRUE,FALSE
